origin|split_on_leg|drive_leg|avoid|destination|mode|units|timezone|departure_time|split_point|distance|end_y|end_x|duration_in_traffic-sec|duration-sec|start_x|start_y|distance|end_y|end_x|duration_in_traffic-sec|duration-sec|start_x|start_y
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:12:00-05:00|Park Street|5.1 mi|42.3563193|-71.0622047|1009|946|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|812|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:12:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1276|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|654|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:12:00-05:00||4.9 mi|42.3691186|-71.0395296|n/a|4294965815|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:12:00-05:00|Government Center|3.6 mi|42.3597135|-71.0591799|n/a|1172|-71.118956|42.373362|2.9 mi|42.3747715|-71.0290294|512|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:12:00-05:00||5.6 mi|42.374262|-71.030395|n/a|4294965935|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:12:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1655|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|650|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 19:24:00-05:00||9.4 mi|42.3747715|-71.0290294|1540|1582|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:24:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1920|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:24:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1920|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:24:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|658|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|4294967107|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:24:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|806|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1052|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:24:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|1920|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:24:00-05:00|Central|1.0 mi|42.3653463|-71.103606|389|431|-71.1186766|42.3732897|4.6 mi|42.374262|-71.030395|n/a|1740|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:24:00-05:00|Park Street|5.1 mi|42.3563193|-71.0622047|1013|946|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|808|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:24:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1157|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|597|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:24:00-05:00|Maverick|4.9 mi|42.3691186|-71.0395296|n/a|1800|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|298|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:24:00-05:00|Government Center|3.6 mi|42.3597135|-71.0591799|n/a|1053|-71.118956|42.373362|2.9 mi|42.3747715|-71.0290294|500|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:24:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|1920|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|105|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:24:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1538|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|614|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 19:36:00-05:00||10.7 mi|42.3747715|-71.0290294|1614|1546|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:36:00-05:00||5.6 mi|42.374262|-71.030395|n/a|263|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:36:00-05:00||5.6 mi|42.374262|-71.030395|n/a|574|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:36:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|634|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|62|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:36:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|757|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1058|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:36:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|637|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:36:00-05:00|Central|1.0 mi|42.3653463|-71.103606|391|431|-71.1186766|42.3732897|4.6 mi|42.374262|-71.030395|n/a|212|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:36:00-05:00|Park Street|5.1 mi|42.3563193|-71.0622047|1002|946|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|817|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:36:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1249|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|697|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:36:00-05:00|Maverick|4.9 mi|42.3691186|-71.0395296|n/a|517|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|305|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:36:00-05:00|Government Center|3.6 mi|42.3597135|-71.0591799|n/a|1145|-71.118956|42.373362|2.9 mi|42.3747715|-71.0290294|528|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:36:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|637|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|106|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:36:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1630|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|602|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 19:48:00-05:00||10.7 mi|42.3747715|-71.0290294|1725|1546|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:48:00-05:00||5.6 mi|42.374262|-71.030395|n/a|475|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:48:00-05:00||5.6 mi|42.374262|-71.030395|n/a|475|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:48:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|641|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|1620|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:48:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|782|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1067|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:48:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|1|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|411|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:48:00-05:00|Central|1.0 mi|42.3653463|-71.103606|380|431|-71.1186766|42.3732897|4.6 mi|42.374262|-71.030395|n/a|176|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:48:00-05:00|Park Street|5.1 mi|42.3563193|-71.0622047|1016|946|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|833|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:48:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1162|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|590|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:48:00-05:00|Maverick|4.9 mi|42.3691186|-71.0395296|n/a|291|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|298|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:48:00-05:00|Government Center|3.6 mi|42.3597135|-71.0591799|n/a|1058|-71.118956|42.373362|2.9 mi|42.3747715|-71.0290294|510|531|-71.0597895|42.3596291
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:48:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|411|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|105|108|-71.0305389|42.3745164
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 19:48:00-05:00|Aquarium|3.9 mi|42.3597918|-71.0515702|n/a|1495|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|603|669|-71.0515464|42.3596586
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 20:00:00-05:00||10.7 mi|42.3747715|-71.0290294|1678|1546|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:00:00-05:00||5.4 mi|42.374262|-71.030395|n/a|1800|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:00:00-05:00||5.4 mi|42.374262|-71.030395|n/a|1800|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:00:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|628|702|-71.1191387|42.3736294|3.6 mi|42.374262|-71.030395|n/a|1440|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:00:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|765|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1122|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:00:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|1|2|-71.1186766|42.3732897|5.4 mi|42.374262|-71.030395|n/a|1800|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:00:00-05:00|Central|1.0 mi|42.3653463|-71.103606|452|431|-71.1186766|42.3732897|4.5 mi|42.374262|-71.030395|n/a|1620|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:00:00-05:00|Park Street|5.1 mi|42.3563193|-71.0622047|980|946|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|828|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:00:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1162|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|617|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:00:00-05:00|Maverick|4.8 mi|42.3691186|-71.0395296|n/a|1680|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|289|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:00:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1543|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|647|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:00:00-05:00|Airport Station|5.4 mi|42.374262|-71.030395|n/a|1800|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|106|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 20:12:00-05:00||10.7 mi|42.3747715|-71.0290294|1863|1541|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:12:00-05:00||5.4 mi|42.374262|-71.030395|n/a|1800|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:12:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1980|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:12:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|675|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|1320|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:12:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|820|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1122|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:12:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|2|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|1980|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:12:00-05:00|Central|1.0 mi|42.3653463|-71.103606|437|431|-71.1186766|42.3732897|4.7 mi|42.374262|-71.030395|n/a|1698|-71.103802|42.365486
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:12:00-05:00|Park Street|5.1 mi|42.3563193|-71.0622047|1021|946|-71.1191387|42.3736294|2.3 mi|42.374262|-71.030395|n/a|856|-71.0623081|42.3563808
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:12:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1157|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|606|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:12:00-05:00|Maverick|5.0 mi|42.3691186|-71.0395296|n/a|1860|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|300|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:12:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1538|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|616|669|-71.0515464|42.3596586
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:12:00-05:00|Airport Station|5.6 mi|42.374262|-71.030395|n/a|1980|-71.118956|42.373362|0.6 mi|42.3747715|-71.0290294|108|108|-71.0305389|42.3745164
Harvard transit station Boston MA|||tolls|Airport station Boston MA|driving|imperial|eastern|2017-04-12 20:24:00-05:00||10.7 mi|42.3747715|-71.0290294|1751|1546|-71.1191387|42.3736294|||||||
Harvard transit station Boston MA|begin|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:24:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1879|-71.118956|42.373362|||||||
Harvard transit station Boston MA|end|||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:24:00-05:00||5.6 mi|42.374262|-71.030395|n/a|1879|-71.118956|42.373362|||||||
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:24:00-05:00|Kendall|2.3 mi|42.3623895|-71.0862031|625|702|-71.1191387|42.3736294|3.7 mi|42.374262|-71.030395|n/a|1377|-71.0862248|42.3622401
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:24:00-05:00|Downtown Crossing|5.8 mi|42.3549395|-71.05975|1097|1108|-71.1186766|42.3732897|2.2 mi|42.374262|-71.030395|n/a|783|-71.0599775|42.3550909
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:24:00-05:00|Charles/MGH|2.9 mi|42.3611521|-71.070619|788|852|-71.1191387|42.3736294|2.7 mi|42.374262|-71.030395|n/a|1089|-71.0705298|42.3611271
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:24:00-05:00|Harvard|20 ft|42.3732593|-71.1187348|1|2|-71.1186766|42.3732897|5.6 mi|42.374262|-71.030395|n/a|1856|-71.118956|42.373362
Harvard transit station Boston MA|begin|start||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:24:00-05:00|Central|1.0 mi|42.3653463|-71.103606|403|431|-71.1186766|42.3732897|4.7 mi|42.374262|-71.030395|n/a|1566|-71.103802|42.365486
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:24:00-05:00|State|3.7 mi|42.3586466|-71.057326|n/a|1157|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|630|641|-71.0571914|42.3586696
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:24:00-05:00|Maverick|5.0 mi|42.3691186|-71.0395296|n/a|1736|-71.118956|42.373362|1.4 mi|42.3747715|-71.0290294|282|318|-71.0396719|42.3691933
Harvard transit station Boston MA|end|finish||Airport station Boston MA|transit|imperial|eastern|2017-04-12 20:24:00-05:00|Aquarium|4.0 mi|42.3597918|-71.0515702|n/a|1538|-71.118956|42.373362|3.1 mi|42.3747715|-71.0290294|664|669|-71.0515464|42.3596586
