origin|avoid|destination|mode|units|timezone|departure_time|end_y|end_x|duration_in_traffic-sec|distance_m|duration-sec|start_x|start_y
(41.978484333333334, -87.665765)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:30:00-05:00|41.8757209|-87.62820099999999|n/a|13608|2284|-87.6657654|41.9785125
(41.968967, -87.740903)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:30:00-05:00|41.8757209|-87.62820099999999|n/a|15869|2616|-87.74082790000001|41.9690344
(41.968967, -87.7221185)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:30:00-05:00|41.8757209|-87.62820099999999|n/a|17367|2949|-87.721927|41.9689707
(41.968967, -87.703334)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:30:00-05:00|41.8757209|-87.62820099999999|n/a|15881|2480|-87.70365199999999|41.9689583
(41.968967, -87.6845495)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:30:00-05:00|41.8757209|-87.62820099999999|n/a|14213|2411|-87.6845398|41.9686716
(41.968967, -87.665765)||Harold Washington Library Center Chicago IL|transit|imperial|central|2017-04-19 05:30:00-05:00|41.8757209|-87.62820099999999|n/a|12591|2082|-87.6657639|41.9689286
(41.997519, -87.740903)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:45:00-05:00|41.87630559999999|-87.6276298|1061|20518|1229|-87.7410494|41.9975217
(41.997519, -87.7221185)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:45:00-05:00|41.87630559999999|-87.6276298|1151|22058|1329|-87.722117|41.9973204
(41.997519, -87.703334)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:45:00-05:00|41.87630559999999|-87.6276298|1417|23611|1616|-87.7033332|41.9974964
(41.997519, -87.6845495)|tolls|Harold Washington Library Center Chicago IL|driving|imperial|central|2017-04-19 05:45:00-05:00|41.8757206|-87.627637|1245|17448|1496|-87.6845446|41.9973624
